,cik,company_name,date,uncertain,unemploy,risk,believe,anticipate,fluctuate,indefinite,likelihood,unlikely,likely,possible,predict,recession,pandemic,total words,at,ni,roa
4900,750556,SUNTRUST BANKS INC,2007-03-01,6,1,20,3,2,1,0,0,0,0,1,6,1,0,4179,179573.93300000002,1634.015,0.0090994
4901,919722,SUPERGEN INC,2007-03-16,10,0,27,21,4,1,0,2,1,2,2,4,0,0,20865,100.448,13.081,0.130226585
4902,1065298,SUPERIOR BANCORP,2007-03-16,0,0,12,5,2,0,0,0,1,0,1,1,0,0,1738,2885.425,7.621,0.002641205
4903,886835,SUPERIOR ENERGY SERVICES INC,2007-02-28,4,0,25,8,1,0,0,0,0,0,0,4,0,0,4500,2257.249,281.12,0.12454097900000001
4905,95574,SUPERIOR UNIFORM GROUP INC,2007-03-13,1,2,11,5,4,0,0,0,0,1,1,2,0,0,2542,87.904,2.549,0.028997542999999997
4906,929545,SUPERTEL HOSPITALITY INC,2007-03-22,1,0,30,6,5,0,0,0,0,1,3,3,1,0,9224,311.025,4.078,0.013111486
4907,1104855,SUPPORTSOFT INC,2007-03-16,4,0,12,16,4,3,2,0,0,4,2,2,0,0,12088,138.458,-21.369,-0.15433561099999998
4910,700863,SUSQUEHANNA BANCSHARES INC,2007-02-28,1,1,13,1,0,0,0,0,0,0,0,2,1,0,2683,13077.993999999999,69.093,0.00528315
4911,1028954,SUSSEX BANCORP,2007-03-19,0,0,6,1,2,1,0,0,0,0,0,1,0,0,1826,393.532,1.5090000000000001,0.0038345040000000003
4913,351817,SWIFT ENERGY CO,2007-03-01,3,0,27,1,0,0,0,0,0,1,2,3,0,0,3088,1969.0510000000002,21.287,0.010810792
4916,1010612,SYKES ENTERPRISES INC,2007-03-13,4,0,15,6,5,1,0,0,0,0,3,1,0,0,3181,505.475,39.859,0.078854543
4920,95953,SYNALLOY CORP,2007-03-29,6,0,16,9,11,0,0,0,0,1,2,2,0,0,6611,96.62100000000001,10.125,0.104790884
4923,1169264,SYNIVERSE HOLDINGS INC,2007-03-13,4,0,10,3,3,0,0,0,0,0,4,1,0,0,5013,1107.55,52.419,0.047328789
4925,1177394,SYNNEX CORP,2007-02-13,7,0,39,5,10,4,1,2,0,5,3,2,0,0,13987,1887.1029999999998,63.126999999999995,0.033451804
4927,780127,SYNOVIS LIFE TECHNOLOGIES  INC,2007-01-12,0,0,9,4,2,1,0,1,0,2,1,4,0,0,3275,94.677,3.81,0.040242086
4928,18349,SYNOVUS FINANCIAL CORP,2007-03-01,1,1,10,2,5,0,0,0,0,0,2,5,0,0,3260,33018.452000000005,526.305,0.015939724
4929,1027362,SYNPLICITY INC,2007-03-16,0,0,10,7,3,2,0,0,0,1,1,4,0,2,5469,101.35,13.092,0.129176122
4931,1040426,SYNTEL INC,2007-03-15,3,0,16,27,12,2,0,0,0,6,3,0,0,0,14937,271.60400000000004,62.86,0.23143989
4933,864240,SYPRIS SOLUTIONS INC,2007-03-14,5,0,32,2,10,1,0,0,0,0,1,2,0,0,4630,422.06,-2.1390000000000002,-0.005068
4935,945114,SYSTEMAX INC,2007-03-30,3,0,17,5,5,0,0,0,0,4,2,2,0,0,7176,673.8710000000001,69.48100000000001,0.103107271
4942,1358164,Security Capital Assurance Ltd,2007-03-15,2,1,39,10,0,2,0,0,0,0,3,5,1,0,14082,3604.095,-1216.14,-0.33743283700000004
4947,1160165,"ShengdaTech, Inc.",2007-03-30,5,0,9,3,6,2,0,0,0,1,0,0,0,0,4018,100.944,27.03,0.26777223
4948,936402,Shire plc,2007-03-01,0,0,11,1,3,0,0,1,0,1,3,0,0,0,4921,4330.1,-1451.8,-0.33528094
4961,1325670,Southern National Bancorp of Virginia Inc,2007-03-21,0,1,6,0,3,0,0,0,0,0,1,2,4,0,1557,377.283,1.736,0.00460132
4962,1322705,Spansion Inc.,2007-02-27,3,0,13,5,12,1,0,0,0,4,0,7,1,0,14125,3815.645,-263.496,-0.069056739
4974,874977,State Auto Financial CORP,2007-03-12,6,0,25,8,11,0,0,0,0,0,0,5,1,1,5775,2337.9,119.1,0.050943154000000004
4975,1289340,"Stereotaxis, Inc.",2007-03-13,11,0,28,43,12,1,0,2,0,9,6,12,0,0,21517,60.476000000000006,-48.122,-0.795720616
4993,351834,SunOpta Inc.,2007-02-26,0,0,15,3,2,2,0,0,0,0,1,3,0,0,4229,564.54,0.40700000000000003,0.000720941
4994,1295810,"Sunstone Hotel Investors, Inc.",2007-02-08,2,0,16,6,5,2,0,0,0,0,4,1,0,0,10442,3049.152,125.663,0.041212442
4996,1371011,"Switch & Data Facilities Company, Inc.",2007-03-29,5,0,15,2,4,4,0,0,0,1,2,0,0,0,7913,232.69,-0.7859999999999999,-0.003377885
4997,1292055,Symmetry Medical Inc.,2007-03-13,4,0,15,3,13,1,0,0,0,1,3,0,0,0,7046,400.43,-0.149,-0.0003721
5000,879884,T-3 ENERGY SERVICES INC,2007-03-16,2,0,18,3,5,0,0,0,1,0,2,1,0,0,4934,300.562,25.25,0.084009289
5002,1331745,"TAL International Group, Inc.",2007-03-13,1,0,21,5,5,2,0,0,0,3,4,4,1,1,8594,1705.8870000000002,38.791,0.02273949
5006,899715,TANGER FACTORY OUTLET CENTERS INC,2007-02-28,0,1,14,1,1,0,0,0,0,0,0,0,0,0,1898,1060.28,28.576,0.026951371000000002
5015,944948,TARRANT APPAREL GROUP,2007-03-27,2,0,14,21,5,3,0,0,0,2,1,6,2,0,8926,70.98899999999999,1.7480000000000002,0.024623533
5018,96412,TASTY BAKING CO,2007-03-15,3,0,8,1,1,0,0,0,0,0,0,1,0,0,2101,124.521,2.128,0.017089487
5021,1025536,TAYLOR CAPITAL GROUP INC,2007-03-15,4,1,17,4,1,0,0,0,0,4,2,0,3,0,3209,3556.4629999999997,-9.57,-0.0026908759999999996
5033,790703,TECH DATA CORP,2007-03-30,1,0,17,0,3,1,0,0,0,0,1,0,0,0,2735,5220.935,108.26899999999999,0.020737473
5035,96763,TECHNITROL INC,2007-02-27,6,0,15,3,6,0,1,0,0,1,1,0,0,0,4553,821.3530000000001,61.657,0.075067602
5038,1259429,TECHNOLOGY INVESTMENT CAPITAL CORP,2007-03-13,2,0,33,2,2,2,0,2,0,4,2,2,0,0,7442,396.39,-11.649000000000001,-0.029387724
5039,877645,TECHNOLOGY SOLUTIONS COMPANY,2007-03-23,7,0,18,4,9,4,0,0,0,2,1,3,0,0,7272,15.434000000000001,-8.295,-0.537449786
5040,805054,TECHTEAM GLOBAL INC,2007-03-16,3,0,34,10,14,0,0,0,0,2,3,2,1,0,10243,182.169,6.296,0.034561313999999996
5042,350563,TECO ENERGY INC,2007-02-28,1,0,15,1,1,0,0,0,0,0,0,5,0,0,3905,6765.2,413.2,0.061077278
5043,96869,TEJON RANCH CO,2007-02-28,4,0,14,2,0,1,0,0,0,1,2,2,0,0,5632,175.503,7.332999999999999,0.041782762
5044,790705,TEKELEC,2007-02-27,12,0,31,5,23,4,0,1,0,4,7,7,0,0,11333,881.89,-35.336,-0.040068489
5049,1013880,TELETECH HOLDINGS INC,2007-02-07,2,1,12,2,1,1,0,0,0,0,1,1,0,0,2829,760.295,53.103,0.06984525700000001
5051,1094084,TELKONET INC,2007-03-16,0,0,6,2,2,1,0,0,0,1,0,2,0,0,3878,38.741,-20.391,-0.526341602
5052,317771,TELLABS INC,2007-02-26,2,0,7,0,3,3,0,0,0,2,1,7,0,0,4903,3746.6,65.0,0.017349063
5054,1172678,TEMECULA VALLEY BANCORP INC,2007-03-14,10,0,81,13,5,1,0,1,0,2,5,6,0,0,22281,1318.525,15.138,0.011481011000000001
5056,1206264,TEMPUR PEDIC INTERNATIONAL INC,2007-02-28,0,0,19,2,3,3,0,0,0,2,1,0,0,0,5708,806.432,141.459,0.175413426
5057,70318,TENET HEALTHCARE CORP,2007-02-27,2,0,6,1,3,0,0,1,0,0,2,5,0,0,3069,8393.0,-89.0,-0.010604075
5061,1024725,TENNECO INC,2007-03-01,2,0,14,11,1,0,0,0,0,1,2,2,0,0,9836,3590.0,-5.0,-0.0013927579999999998
5063,857644,TEPPCO PARTNERS LP,2007-02-28,0,0,42,2,17,1,0,0,0,5,2,3,0,0,10522,4750.057,279.18,0.005538495
5064,712511,"TERABEAM, INC.",2007-03-30,14,0,26,55,12,6,1,3,0,6,13,24,0,0,26771,36.41,-19.064,-0.52359242
5065,97210,"TERADYNE, INC",2007-03-01,0,0,11,8,2,1,0,0,0,1,4,4,0,0,7365,1555.2879999999998,77.711,0.049965666
5066,1262175,TERCICA INC,2007-03-09,8,0,22,9,17,1,1,1,0,6,7,6,0,0,15843,176.683,-40.466,-0.22903165600000003
5068,722079,TERRA INDUSTRIES INC,2007-03-15,1,0,19,0,0,1,0,0,0,2,2,0,0,0,2487,1888.3270000000002,201.896,0.10691792300000001
5069,879575,TERRA NITROGEN CO L P /DE,2007-03-15,0,0,6,0,0,1,0,0,0,2,0,1,0,0,2069,413.786,205.782,0.000470439
5070,1022705,TESCO CORP,2007-03-29,7,0,29,4,4,0,0,0,0,2,2,3,0,0,6758,476.671,32.302,0.06776581799999999
5071,50104,TESORO CORP /NEW/,2007-02-26,0,0,10,1,0,3,0,0,0,0,1,1,0,0,2442,8128.0,566.0,0.069635827
5074,844965,TETRA TECHNOLOGIES INC,2007-03-01,3,0,40,19,4,3,0,1,0,2,4,4,0,0,12103,1295.536,28.771,0.022207797
5076,97476,TEXAS INSTRUMENTS INC,2007-02-28,0,0,7,0,0,1,0,0,0,0,3,1,0,0,2233,12667.0,2657.0,0.209757638
5078,97517,TEXAS PACIFIC LAND TRUST,2007-03-15,0,0,6,1,0,3,0,0,0,0,1,0,0,0,2146,32.657,8.25,0.252625777
5080,217346,TEXTRON INC,2007-02-21,5,0,16,2,6,0,0,0,0,2,2,1,0,0,2459,19956.0,917.0,0.045951092
5083,795551,THERAGENICS CORP,2007-03-08,6,0,23,5,2,0,0,0,0,3,0,3,0,0,6464,148.821,5.635,0.03786428
5084,1080014,THERAVANCE INC,2007-03-01,7,0,12,4,3,0,0,1,0,9,2,2,0,1,9584,161.983,-159.997,-0.9877394540000001
5085,1171298,THERMAGE INC,2007-03-30,3,0,16,9,13,3,0,0,0,4,1,9,0,0,10090,68.727,2.78,0.040449896
5086,97745,THERMO FISHER SCIENTIFIC INC.,2007-03-01,1,0,6,1,7,1,0,0,0,1,2,1,0,0,4394,21207.4,761.1,0.035888416
5087,1080056,THESTREET COM,2007-03-16,1,0,7,4,2,2,0,0,0,1,0,0,0,0,4090,176.435,31.051,0.175991158
5088,829323,THINK PARTNERSHIP INC,2007-03-29,1,0,12,3,6,0,0,0,0,2,1,5,0,0,6382,121.126,-1.1079999999999999,-0.009147499
5089,21438,"THINKENGINE NETWORKS, INC.",2007-03-27,2,0,5,2,0,3,0,0,0,0,1,2,0,0,1920,3.3789999999999996,-7.54,-2.2314294169999997
5092,892535,THORNBURG MORTGAGE INC,2007-03-01,0,0,19,1,3,0,0,0,0,0,1,0,1,0,2391,36272.361000000004,-1545.6779999999999,-0.042613107000000004
5095,1013796,TIB FINANCIAL CORP.,2007-03-12,3,0,25,3,2,0,0,0,0,0,4,2,0,0,3663,1444.739,-2.421,-0.001675735
5096,1085280,TIBCO SOFTWARE INC,2007-02-09,2,0,15,5,4,3,0,0,0,1,1,6,0,0,7437,1198.4589999999998,51.888000000000005,0.043295599000000004
5097,1168556,TIENS BIOTECH GROUP USA INC,2007-03-29,5,0,16,0,6,2,0,0,0,4,1,2,0,0,5110,181.628,18.594,0.102374083
5098,1170605,TIERONE CORP,2007-03-12,1,1,11,0,2,1,0,2,0,1,1,2,1,0,3445,3537.7659999999996,-12.425,-0.003512103
5099,98246,TIFFANY & CO,2007-03-30,0,0,2,0,0,0,0,1,0,0,0,0,0,0,529,2922.156,303.772,0.103954751
5103,1057758,TIME WARNER TELECOM INC,2007-03-01,1,0,6,9,2,0,0,2,0,3,0,7,0,0,5020,2264.718,-40.269,-0.017781022
5104,98362,TIMKEN CO,2007-02-28,0,0,19,6,10,0,0,0,0,3,3,1,0,0,7568,4379.237,220.054,0.050249392999999996
5105,899751,TITAN INTERNATIONAL INC,2007-02-28,1,0,4,0,1,0,0,0,0,0,0,0,0,0,402,590.495,-7.247000000000001,-0.012272753999999999
5106,910267,TITAN PHARMACEUTICALS INC,2007-03-05,3,0,8,0,6,2,0,0,0,1,2,2,0,0,4301,30.844,-17.647000000000002,-0.572137207
5107,1011657,TITANIUM METALS CORP,2007-02-28,3,0,7,0,0,0,0,0,0,0,1,0,0,0,1488,1419.9,268.2,0.18888654100000002
5109,1010610,TLC VISION CORP,2007-03-16,5,1,21,38,2,1,0,1,3,5,6,10,0,0,20886,237.81,-43.513999999999996,-0.182978008
5113,794170,TOLL BROTHERS INC,2007-01-05,2,0,3,3,6,3,0,0,0,0,4,1,0,0,3039,7220.316,35.650999999999996,0.004937596
5114,1002531,TOLLGRADE COMMUNICATIONS INC \PA\,2007-03-06,4,0,18,3,4,1,1,0,0,4,2,6,0,0,6310,139.489,-26.153000000000002,-0.18749148699999998
5115,1005817,TOMPKINS TRUSTCO INC,2007-03-16,0,2,12,1,0,0,0,0,0,0,0,0,0,0,1352,2359.459,26.371,0.011176715
5118,320335,TORCHMARK CORP,2007-03-01,0,0,21,2,1,0,0,1,1,5,1,3,0,0,2222,15241.428,527.535,0.034611914
5119,98720,TOREADOR RESOURCES CORP,2007-03-16,7,0,24,6,4,0,0,1,0,1,4,1,0,0,10481,323.111,-74.421,-0.23032642
5120,721683,TOTAL SYSTEM SERVICES INC,2007-02-28,1,0,10,3,8,0,0,0,0,1,1,5,0,0,2983,1479.02,237.44299999999998,0.160540763
5124,922811,TRACK DATA CORP,2007-03-30,0,0,34,4,4,0,0,0,0,3,3,0,0,0,6450,32.953,-0.132,-0.004005705
5125,916365,TRACTOR SUPPLY CO /DE/,2007-02-28,1,2,14,16,4,0,0,0,0,0,0,0,0,0,5035,1057.971,96.241,0.090967522
5128,1039184,TRAILER BRIDGE INC,2007-03-30,0,0,4,0,0,0,0,0,0,0,0,1,0,0,574,121.631,-0.251,-0.002063619
5130,1017303,TRANSACT TECHNOLOGIES INC,2007-03-15,4,0,14,2,0,4,0,0,0,3,3,0,0,0,2335,30.604,-2.274,-0.074304013
5131,862510,TRANSATLANTIC HOLDINGS INC,2007-02-28,2,0,21,2,0,2,0,0,0,2,3,10,0,0,4089,15484.327,487.14099999999996,0.031460262999999995
5134,1132645,TRANSMERIDIAN EXPLORATION INC,2007-03-16,4,0,17,3,2,0,0,1,0,2,2,3,0,0,6553,406.276,-57.748000000000005,-0.142139826
5137,944739,TRANSWITCH CORP /DE,2007-03-06,3,0,20,10,13,8,0,1,0,5,2,6,0,0,14860,67.587,-19.712,-0.29165372
5151,30697,TRIARC COMPANIES INC,2007-03-01,1,0,20,16,6,0,2,0,2,4,6,9,0,0,18067,1454.567,16.081,0.011055523999999999
5153,356171,TRICO BANCSHARES /,2007-03-15,2,0,28,5,1,0,0,3,0,3,4,3,1,0,10438,1980.621,25.693,0.012972194
5155,842633,TRIMAS CORP,2007-03-22,4,0,19,75,5,1,2,0,0,3,4,2,1,0,16846,1127.99,-158.43,-0.14045337300000002
5160,1171662,TRIPLE-S MANAGEMENT CORP,2007-03-20,6,0,72,16,10,2,0,0,0,4,9,12,0,0,18757,1659.5420000000001,58.518,0.035261536
5161,913885,TRIQUINT SEMICONDUCTOR INC,2007-03-15,2,0,25,7,5,5,0,0,0,1,1,2,0,0,10240,586.461,23.394000000000002,0.039890121
5162,1092458,TRIZETTO GROUP INC,2007-03-16,1,0,3,4,3,1,0,1,0,1,2,5,0,0,6512,677.982,28.23,0.041638273999999996
5164,1160858,TRUE RELIGION APPAREL INC,2007-03-27,3,0,12,2,8,5,0,0,0,2,2,2,2,0,4323,113.258,27.845,0.24585459699999998
5169,943320,"TRUMP ENTERTAINMENT RESORTS, INC.",2007-03-16,3,0,14,0,2,0,0,0,0,1,0,1,0,0,2020,2231.2110000000002,-188.68099999999998,-0.084564391
5170,357301,TRUSTCO BANK CORP N Y,2007-02-28,1,0,4,0,0,1,0,0,0,1,1,1,0,0,1704,3377.551,39.467,0.011685093999999998
5173,1103025,TRX INC/GA,2007-02-21,3,0,9,1,6,0,0,0,0,4,5,2,0,0,5680,87.789,-8.043,-0.091617401
5174,1116942,TTM TECHNOLOGIES INC,2007-03-16,4,0,23,17,6,3,0,0,0,3,3,1,3,0,13797,498.798,34.683,0.069533158
5178,1022509,TUMBLEWEED COMMUNICATIONS CORP,2007-03-14,3,0,11,3,3,2,0,0,0,2,1,2,0,0,4289,91.836,-10.765,-0.117219827
5179,1008654,TUPPERWARE BRANDS CORP,2007-02-28,1,1,5,0,1,0,0,0,0,0,1,0,0,0,834,1868.7,116.9,0.06255685799999999
5180,352079,TVI CORP,2007-03-15,2,0,22,12,8,0,0,1,0,2,0,5,0,1,9549,44.096000000000004,-29.619,-0.671693578
5186,860731,TYLER TECHNOLOGIES INC,2007-03-01,5,0,12,3,3,2,0,0,0,1,2,4,0,0,4160,241.50799999999998,17.500999999999998,0.072465508
5191,1289460,"Texas Roadhouse, Inc.",2007-02-23,3,1,12,2,6,5,0,0,0,1,0,1,0,0,5364,546.029,39.325,0.07201998400000001
5195,1345111,Tim Hortons Inc.,2007-03-09,3,0,24,0,2,1,0,0,0,5,3,2,0,0,7968,1797.131,269.551,0.149989622
5199,1319229,TransMontaigne Partners L.P.,2007-03-16,8,0,27,31,10,0,0,1,1,4,3,4,1,0,20109,460.81800000000004,25.142,0.054559500999999996
5200,1374346,Transforma Acquisition Group Inc.,2007-03-23,5,0,46,21,7,1,1,2,0,11,18,4,0,0,20067,102.54,2.6519999999999997,0.025863077999999998
5205,1379785,Triangle Capital CORP,2007-03-29,4,0,31,1,2,2,0,1,0,3,2,4,3,0,8928,136.179,8.812999999999999,0.064716293
5213,1298675,U-Store-It Trust,2007-03-16,0,0,24,9,7,0,0,0,0,9,2,1,1,0,9215,1687.8310000000001,-13.077,-0.0077478140000000004
5214,1299716,U.S. Shipping Partners L.P.,2007-03-16,2,0,16,11,14,1,0,0,1,9,5,3,0,0,20571,683.028,4.816,0.007050955
5218,1087934,UCN INC,2007-03-28,3,0,14,2,3,2,0,0,0,5,4,1,0,0,4747,31.368000000000002,-7.537000000000001,-0.240276715
5220,1082510,UIL HOLDINGS CORP,2007-02-20,2,0,6,0,0,0,0,0,0,0,0,0,0,0,1766,1775.8339999999998,44.696999999999996,0.025169582000000003
5224,875657,ULTRALIFE BATTERIES INC,2007-03-21,5,0,13,11,1,2,0,0,0,1,1,1,0,0,6456,122.04799999999999,5.582999999999999,0.045744297
5226,101382,UMB FINANCIAL CORP,2007-03-01,0,0,40,0,3,0,0,0,0,3,0,0,3,0,2299,9342.959,74.21300000000001,0.007943201
5227,752642,"UMH PROPERTIES, INC.",2007-03-13,1,0,19,2,3,0,0,0,0,0,1,2,0,0,3622,136.503,2.633,0.019288953
5228,1077771,UMPQUA HOLDINGS CORP,2007-03-01,0,0,22,1,6,0,0,0,0,0,0,0,0,0,1707,8340.053,63.268,0.007586043000000001
5229,100716,UNICO AMERICAN CORP,2007-03-28,6,0,10,2,2,1,0,1,0,0,2,2,0,0,2363,193.38400000000001,6.614,0.034201382
5232,883948,UNION BANKSHARES CORP,2007-03-16,1,1,9,2,0,0,0,0,0,0,0,2,1,0,1812,2301.397,19.756,0.008584351
5237,100885,UNION PACIFIC CORP,2007-02-23,0,0,5,0,0,0,0,0,0,0,0,1,0,0,1865,38033.0,1855.0,0.048773434000000004
5247,798949,UNIT CORP,2007-03-01,7,0,20,0,0,0,0,0,0,6,2,1,0,0,4553,2199.819,266.258,0.12103632199999999
5253,731653,UNITED BANCORP INC /OH/,2007-03-30,4,1,20,2,0,0,0,0,0,0,2,1,1,0,1443,451.37,2.585,0.005727009
5256,729986,UNITED BANKSHARES INC/WV,2007-02-26,0,0,5,2,0,0,0,0,0,0,0,0,1,0,1074,7994.7390000000005,90.67399999999999,0.011341708999999998
5257,65358,UNITED CAPITAL CORP /DE/,2007-03-30,1,0,5,6,1,1,0,0,0,1,1,2,0,0,1708,272.07,27.535999999999998,0.101209248
5258,857855,UNITED COMMUNITY BANKS INC,2007-02-27,1,0,12,0,0,0,0,0,0,0,3,1,0,0,1279,8207.302,57.993,0.007066025
5262,101199,UNITED FIRE & CASUALTY CO,2007-03-01,9,0,50,12,2,3,0,0,0,2,0,10,0,0,13438,2760.554,111.39200000000001,0.040351321
5267,1049231,UNITED PAN AM FINANCIAL CORP,2007-03-02,2,0,20,2,3,3,0,0,0,0,1,3,2,0,3399,977.181,10.585999999999999,0.010833203000000001
5269,1067701,UNITED RENTALS INC /DE,2007-02-27,1,0,18,15,6,2,0,0,0,3,3,1,1,0,8464,5842.0,362.0,0.06196508
5271,1137547,UNITED SECURITY BANCSHARES,2007-03-16,1,0,13,2,0,0,0,0,0,1,1,0,2,0,3236,771.715,11.257,0.014586991
5272,717806,UNITED SECURITY BANCSHARES INC,2007-03-15,2,0,18,1,3,1,0,0,0,0,2,3,0,0,2344,659.8960000000001,0.349,0.000528871
5274,1163302,UNITED STATES STEEL CORP,2007-02-27,2,0,18,17,6,2,1,0,0,9,7,2,0,0,14857,15632.0,879.0,0.05623080900000001
5277,101829,UNITED TECHNOLOGIES CORP /DE/,2007-02-08,2,0,26,9,10,0,0,0,0,1,1,5,0,0,4039,54575.0,4224.0,0.077398076
5279,944725,UNITED WESTERN BANCORP INC,2007-03-16,6,1,36,5,4,2,0,0,0,5,3,2,3,0,6786,2096.11,10.141,0.004838009
5281,755001,UNITIL CORP,2007-02-21,0,0,10,1,1,0,0,0,0,0,1,1,0,0,2320,474.6,8.7,0.018331226000000003
5282,860748,UNITRIN INC,2007-02-02,4,0,13,0,0,0,0,0,0,2,1,6,0,0,2742,9405.0,217.8,0.023157895
5283,920427,UNITY BANCORP INC /NJ/,2007-03-15,0,0,17,2,1,0,0,0,0,1,1,1,0,0,2378,752.196,4.725,0.006281607
5288,101984,UNIVERSAL ELECTRONICS INC,2007-03-16,3,0,8,10,7,0,0,0,0,1,5,5,1,0,4618,217.285,20.23,0.093103528
5289,912767,UNIVERSAL FOREST PRODUCTS INC,2007-02-27,0,0,7,1,2,0,0,0,0,0,0,0,0,0,1225,957.0,21.045,0.021990596
5290,798783,UNIVERSAL HEALTH REALTY INCOME TRUST,2007-03-14,1,0,12,8,2,0,0,0,0,1,2,4,0,0,4906,199.74900000000002,22.191,0.111094424
5291,352915,UNIVERSAL HEALTH SERVICES INC,2007-02-28,3,0,5,3,0,0,0,0,0,1,3,9,0,0,5327,3608.657,170.387,0.04721618
5294,931584,UNIVERSAL STAINLESS & ALLOY PRODUCTS INC,2007-03-01,0,0,2,8,0,0,0,0,0,0,0,1,0,0,2939,164.296,22.504,0.136972294
5295,102212,UNIVEST CORP OF PENNSYLVANIA,2007-03-08,1,0,14,1,0,1,0,0,0,0,6,1,2,0,1953,1972.505,25.557,0.012956621000000001
5297,5513,UNUMPROVIDENT CORP,2007-03-01,1,0,6,0,1,0,0,0,0,1,3,1,0,1,3352,52432.7,679.3,0.012955656000000001
5301,912615,URBAN OUTFITTERS INC,2007-03-30,0,0,5,3,0,1,0,0,0,0,1,1,1,0,2060,1142.7910000000002,160.231,0.14021024
5302,102379,URS CORP /NEW/,2007-02-27,3,0,15,3,0,0,0,0,0,1,3,1,0,0,7341,6929.965,132.243,0.01908278
5303,1029800,URSTADT BIDDLE PROPERTIES INC,2007-01-12,1,0,21,14,3,0,0,0,0,2,0,2,0,0,7649,471.77,44.388000000000005,0.094088221
5309,1073429,US CONCRETE INC,2007-03-13,2,0,10,2,4,0,0,1,0,0,2,1,0,0,4992,647.256,-69.001,-0.106605424
5324,1065059,USEC INC,2007-02-27,9,0,15,4,9,1,1,1,0,6,3,4,0,0,13038,3087.8,96.6,0.03128441
5325,757011,USG CORP,2007-02-16,1,0,8,2,0,0,0,0,0,1,2,0,1,0,3434,4621.0,76.0,0.016446657
5327,811669,UST INC,2007-02-23,0,0,4,10,3,0,0,0,0,0,2,3,0,0,3346,1487.078,520.273,0.349862616
5328,706698,UTAH MEDICAL PRODUCTS INC,2007-03-16,0,0,6,1,0,0,0,0,0,0,2,0,0,0,418,45.986000000000004,7.905,0.17190014399999998
5329,1098482,UTEK CORP,2007-03-01,2,0,20,1,4,4,0,0,0,1,1,1,0,0,4665,45.221000000000004,-8.477,-0.187457155
5332,1336917,"Under Armour, Inc.",2007-02-28,2,0,16,5,13,2,0,0,1,3,0,3,0,0,6534,390.61300000000006,52.558,0.13455261300000002
5336,1367064,"Universal Compression Partners, L.P.",2007-03-30,7,0,29,27,7,1,0,1,0,6,2,2,0,0,21176,423.029,19.401,0.045862104
5337,1308208,"Universal Truckload Services, Inc.",2007-03-20,0,1,4,2,2,1,0,1,0,0,0,1,1,0,4098,207.188,17.836,0.08608606699999999
5338,103379,V F CORP,2007-02-27,0,1,15,0,2,1,0,0,0,0,0,1,1,0,3446,6446.685,591.621,0.09177135199999999
5339,894627,VAALCO ENERGY INC /DE/,2007-03-07,5,0,16,2,0,1,0,1,0,1,2,1,0,0,3687,186.558,19.052,0.10212373599999999
5340,883293,VALASSIS COMMUNICATIONS INC,2007-02-13,5,0,6,9,7,0,0,0,0,1,2,2,0,0,4317,2190.453,58.001999999999995,0.026479454
5345,59255,VALHI INC /DE/,2007-03-13,8,0,18,38,14,2,0,0,1,3,12,2,0,0,19200,2603.0,-45.7,-0.017556665
5346,921590,VALLEY FINANCIAL CORP /VA/,2007-03-23,0,0,3,0,1,0,0,0,0,0,0,0,0,0,590,600.967,2.928,0.004872148
5347,714310,VALLEY NATIONAL BANCORP,2007-02-28,4,0,30,3,0,0,0,1,0,0,5,2,0,0,6335,12748.958999999999,153.22799999999998,0.012018863999999999
5349,85608,VALPEY FISHER CORP,2007-03-30,0,0,6,0,1,2,0,0,0,2,2,0,0,0,1440,15.95,1.1909999999999998,0.074670846
5350,102741,VALSPAR CORP,2007-01-10,0,0,5,1,0,1,0,0,0,0,0,0,0,0,1703,3452.281,153.496,0.044462198
5352,1044777,VASCO DATA SECURITY INTERNATIONAL INC,2007-03-16,2,0,18,1,4,1,0,0,0,1,1,0,0,0,3531,100.676,20.963,0.20822241600000002
5356,59440,VECTOR GROUP LTD,2007-03-16,5,0,43,15,5,3,1,1,0,6,7,6,1,0,19043,785.289,73.803,0.093981961
5357,1096385,VECTREN CORP,2007-02-16,2,0,17,2,2,1,0,0,0,3,1,3,0,0,3310,4296.4,143.1,0.033306955
5361,740260,VENTAS INC,2007-02-22,2,0,30,3,2,0,0,0,0,0,3,1,0,0,5062,5716.628000000001,282.318,0.049385407
5369,732712,VERIZON COMMUNICATIONS INC,2007-03-01,0,0,4,1,2,0,0,0,0,0,1,3,0,0,1113,186959.0,5521.0,0.029530538999999998
5370,1123316,VERMONT PURE HOLDINGS LTD/DE,2007-02-13,1,0,4,1,1,1,0,0,0,5,1,0,0,0,2646,80.76100000000001,2.076,0.025705477
5380,919794,VIEWPOINT CORP,2007-03-16,1,0,5,3,4,1,0,0,0,0,2,1,0,0,5285,42.201,-13.524000000000001,-0.32046634
5383,840256,VINEYARD NATIONAL BANCORP,2007-03-07,3,1,15,4,2,2,0,0,0,1,3,4,1,0,3893,2483.279,-40.039,-0.01612344
5384,944522,VION PHARMACEUTICALS INC,2007-03-14,13,0,28,2,6,0,0,0,0,3,7,4,0,0,17808,63.195,-33.993,-0.53790648
5385,1270400,VIRGIN MEDIA INC.,2007-03-01,1,0,15,3,5,0,1,0,0,3,7,4,1,0,7356,20767.881999999998,-919.7230000000001,-0.044285835
